Country,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Germany Fed Rep (former),2.369565217391304,2.458823529411765,2.2454545454545456,2.3893805309734515,2.3284671532846715,3.225806451612903,2.950413223140496,2.911764705882353,2.682926829268293,2.6608695652173915,3.1343283582089554,3.4571428571428573,2.870503597122302,2.7583333333333333,2.8839285714285716,2.762962962962963,3.04040404040404,2.675,2.7818181818181817,3.094736842105263,2.936,2.7387387387387387,2.5384615384615383,2.4146341463414633,3.0,2.9384615384615387,2.971014492753623,2.9193548387096775
Ghana,1.0,1.0,1.0,1.0,1.0,1.2,1.0,2.0,1.0,1.2,1.6,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
Ghana,2.369565217391304,2.458823529411765,2.2454545454545456,2.3893805309734515,2.3284671532846715,3.225806451612903,2.950413223140496,2.911764705882353,2.682926829268293,2.6608695652173915,3.1343283582089554,3.4571428571428573,2.870503597122302,2.7583333333333333,2.8839285714285716,2.762962962962963,3.04040404040404,2.675,2.7818181818181817,3.094736842105263,2.936,2.7387387387387387,2.5384615384615383,2.4146341463414633,3.0,2.9384615384615387,2.971014492753623,2.9193548387096775
Greece,1.0,1.0,1.0,2.0,1.2,5.0,2.0,5.0,3.0,2.0,1.2,3.0,4.0,1.4,2.0,1.0,1.0,2.0,1.2,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
Greece,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2,1.0,1.0,1.2,1.4,2.0,1.0,2.0,2.0,1.0,1.4,1.4,2.0,1.2,1.4,1.0,1.0,1.0,1.2,1.0,1.0
Grenada,1.2,1.0,1.6,1.0,1.0,1.0,1.6,1.0,1.2,1.0,1.0,1.2,1.0,1.4,1.4,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.2,1.0,2.0,2.2,1.4,1.2
Guam,1.4,1.6,1.0,1.2,1.8,1.6,1.2,2.0,1.4,2.0,1.6,1.6,1.2,2.0,1.8,1.6,1.4,1.4,1.2,1.8,1.2,1.0,1.2,1.6,2.0,2.0,1.2,1.0
Guatemala,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.2,4.0,1.0,3.0,4.0,2.0,5.0,6.0,1.0,1.0,4.0,3.0,2.0,6.0,3.0,2.0,5.0,3.0,2.0
Guatemala,1.8,1.4,1.4,1.2,1.0,1.4,2.6,1.2,1.0,1.6,2.4,1.8,1.2,1.8,1.8,1.8,2.2,1.4,1.2,1.0,1.8,1.2,1.4,1.2,1.6,1.4,2.2,2.0
Guinea,1.2,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,2.0,1.0,1.2,1.0,1.0,2.0,1.6,1.0,1.2,1.2,1.0,1.0,1.0
Guinea,1.4,1.4,2.0,1.4,2.4,1.4,1.6,2.6,1.4,1.0,1.0,2.8,1.0,1.2,2.0,2.2,1.0,1.0,1.6,4.0,1.2,1.2,2.2,1.4,2.8,2.2,1.6,1.8
Guinea-Bissau,1.4,1.0,1.0,1.0,1.0,1.6,1.4,1.0,1.0,1.0,1.4,1.0,1.4,1.0,1.4,1.0,1.4,1.4,1.4,1.0,1.0,1.0,1.2,1.0,1.2,1.2,1.0,1.2
Guinea-Bissau,1.4,1.2,1.8,1.0,1.4,1.4,1.6,2.4,1.4,2.2,1.4,2.8,2.4,1.4,1.4,1.8,2.0,2.2,1.4,1.4,1.8,1.6,2.0,1.8,2.0,2.0,1.4,2.0
Guyana,1.0,1.0,1.0,1.0,1.0,1.8,1.2,1.0,1.0,1.4,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.2,1.0,1.2,1.0,1.4,1.0,1.0,1.0,1.2,1.0,1.0
Haiti,1.4,4.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,8.0,3.0,7.0,4.0,3.0,5.0,4.0,5.0,1.0,2.0,2.0,8.0,5.0,1.2,2.0,1.0,3.0,2.0
Honduras,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.2,3.0,1.2,2.0,4.0,2.0,1.2,4.0,1.0,3.0
Honduras,2.0,1.4,1.2,1.2,1.2,1.0,1.6,1.2,1.0,1.6,1.8,2.0,1.8,1.8,1.2,1.6,1.4,1.8,2.0,1.2,2.4,1.8,1.4,1.6,1.0,1.2,1.0,1.2
Hungary,1.0,1.0,1.0,1.2,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.4,1.0,1.4,1.0,2.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Iceland,2.0,2.8,2.4,2.2,2.4,2.6,2.0,3.0,2.4,2.6,2.2,2.4,2.8,2.2,2.8,1.2,2.8,3.6,4.6,4.2,2.6,2.4,3.0,2.4,5.2,2.6,3.2,5.8
India,9.0,12.0,9.0,14.0,7.0,13.0,17.0,13.0,16.0,6.0,25.0,20.0,20.0,11.0,17.0,17.0,12.0,9.0,11.0,16.0,19.0,15.0,18.0,23.0,12.0,11.0,16.0,7.0
India,1.6,1.4,1.4,1.2,1.0,2.0,1.0,1.6,2.0,1.2,1.8,1.4,1.2,1.2,2.0,1.4,1.6,1.8,1.2,1.8,1.4,1.0,2.0,1.0,1.2,2.2,1.4,1.2
Indonesia,5.0,6.0,2.0,2.0,4.0,8.0,8.0,9.0,13.0,7.0,6.0,12.0,10.0,13.0,7.0,8.0,8.0,11.0,12.0,8.0,11.0,12.0,10.0,8.0,14.0,26.0,21.0,13.0
Indonesia,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.4,1.2,1.2,1.4,1.4,1.0,1.0,1.4,1.2,1.0,1.0,1.0,1.0,1.2
"Iran, Islamic Rep. of",3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,2.0,3.0,1.0,1.4,2.4,1.0,1.2,1.0,5.0,1.0,2.0,1.0,3.0,7.0,4.0,3.0
"Iran, Islamic Rep. of",1.8,1.0,1.6,1.0,1.2,2.8,1.6,1.0,2.2,2.2,3.0,2.2,2.0,1.2,2.0,2.8,2.2,1.6,1.4,1.2,1.8,1.8,1.4,1.8,1.2,2.4,1.4,2.6
Iraq,1.2,1.0,1.0,1.0,1.2,1.8,1.2,1.0,1.0,1.0,1.2,2.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.2,1.0,1.0,1.0,3.0,1.0
Ireland,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.2,1.6,1.0,1.0,1.4,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0
Isle of Man,1.4,2.6,1.6,1.6,1.4,2.2,1.4,2.0,2.4,1.6,2.0,3.6,2.2,2.0,1.8,2.0,1.2,1.8,1.4,1.8,1.2,2.8,1.2,1.4,1.0,1.0,2.4,2.4
Israel,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.4,1.0,1.6,1.6,1.2,1.2,1.4,1.2,2.0,1.4,1.2,1.0,1.2,1.0,1.0,1.2,1.0,1.4,2.0,1.0,1.0
Israel,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.4,1.2,1.4,1.8,1.4,1.6,1.0,1.2,1.0,1.4,1.4,1.2,1.0,1.2,1.0,1.0,1.2,1.0,1.0,1.2,1.0
Italy,1.6,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,5.0,4.0,1.0,4.0,4.0,5.0,7.0,2.0,3.0
Italy,1.0,1.0,1.0,1.0,1.0,1.6,1.4,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.6,1.2,1.4,1.2,1.0,1.0,1.0,1.2,1.0,1.2,1.2,1.0,1.0
Jamaica,1.0,1.0,1.0,1.2,1.0,1.0,1.0,3.0,1.2,2.0,3.0,1.0,2.0,2.0,1.2,1.0,1.0,1.0,1.2,1.0,1.2,1.0,1.0,1.2,1.4,1.6,1.2,1.0
Japan,2.0,2.0,3.0,7.0,3.0,4.0,5.0,6.0,3.0,11.0,4.0,5.0,5.0,2.0,5.0,2.0,5.0,7.0,9.0,11.0,10.0,7.0,4.0,5.0,9.0,4.0,4.0,6.0
Japan,1.8,1.0,1.6,1.0,1.2,2.8,1.6,1.0,2.2,2.2,3.0,2.2,2.0,1.2,2.0,2.8,2.2,1.6,1.4,1.2,1.8,1.8,1.4,1.8,1.2,2.4,1.4,2.6
Jordan,1.4,1.0,1.0,1.2,1.0,3.0,1.4,1.0,1.2,1.6,1.6,1.2,1.2,1.8,1.6,1.6,1.4,1.8,1.4,1.0,1.6,1.4,1.6,2.0,1.6,1.4,1.2,1.2
"Kazakhstan, Rep. of",1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.2,1.0,1.0,1.2,1.0,1.0,1.0
"Kazakhstan, Rep. of",1.2,1.6,1.0,1.6,2.0,3.0,2.6,2.8,2.6,1.6,2.2,2.4,3.0,2.8,3.2,2.8,2.2,1.6,1.8,2.0,2.4,2.0,2.6,2.4,1.6,3.4,1.8,1.8
Kenya,1.8,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,8.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0
Kiribati,1.2,1.2,1.6,1.2,1.0,2.0,1.0,1.2,1.0,1.2,1.4,1.4,1.4,1.0,1.4,1.6,1.4,1.6,1.6,1.0,1.0,1.2,1.0,1.0,1.6,2.2,1.2,1.6
"Korea, Dem. People's Rep. of",2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.2,2.0,1.0,2.0,2.0,1.2,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0
"Korea, Rep. of",2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,1.0,7.0,5.0,1.0,2.0,1.0,1.6,1.0,3.0,3.0,1.0,3.0,1.4,2.0,1.2,1.0,4.0,5.0,1.0,4.0
"Korea, Rep. of",1.0,1.0,1.6,1.0,1.0,1.0,1.6,1.0,1.2,1.0,1.0,1.2,1.2,1.4,1.2,1.4,1.2,1.0,1.4,1.2,1.6,1.2,1.2,1.0,1.0,1.0,1.0,1.0
Kuwait,1.0,1.2,1.0,1.8,1.2,2.4,1.6,1.0,1.8,1.2,2.6,2.2,2.6,1.2,1.2,1.6,1.4,1.6,1.6,1.6,2.4,1.4,2.0,1.0,1.2,2.2,2.2,1.4
Kyrgyz Rep.,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,2.0,1.6,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0
Lao People's Dem. Rep.,3.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.2,1.4,1.0,1.0,1.4,1.0,2.0,1.0,2.0,1.4,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0
Latvia,1.0,1.0,1.0,1.0,1.0,1.6,1.0,1.2,1.0,1.0,3.0,1.6,1.2,1.4,1.0,1.4,1.2,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.2,1.0
Latvia,1.4,1.2,1.0,1.6,1.2,2.4,2.0,1.4,1.8,2.2,2.2,2.2,1.4,1.6,1.0,2.6,1.2,1.6,1.4,2.0,2.4,1.0,1.4,1.0,1.4,2.2,2.0,2.4
Lebanon,1.4,1.0,1.0,1.0,1.0,2.0,1.4,1.0,1.0,1.2,1.4,1.2,1.0,1.0,1.4,1.0,1.4,1.4,1.0,1.0,3.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0
Lebanon,2.0,1.8,1.8,1.0,1.0,2.2,1.8,1.8,1.0,1.0,1.4,1.4,1.0,1.6,1.2,2.2,1.6,2.0,1.6,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.4,1.6
"Lesotho, Kingdom of",1.0,1.0,1.0,1.0,1.2,1.8,2.0,1.0,1.0,1.0,1.2,1.2,1.0,1.0,1.0,1.0,3.0,1.2,1.2,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.6
Liberia,1.0,1.0,1.6,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.0,2.0,1.0,1.0,1.0,1.2,1.2,1.6,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0
Libya,1.0,1.4,1.0,1.4,1.0,1.0,1.0,1.6,1.0,1.4,1.8,1.8,1.4,1.2,1.4,2.8,1.0,1.6,1.0,1.2,1.4,1.2,1.6,1.0,1.0,1.8,1.0,1.0
Lithuania,1.6,1.6,1.8,1.2,2.0,1.4,1.0,1.8,1.8,1.4,2.0,1.0,2.2,1.6,1.2,2.0,1.2,2.0,1.8,1.0,1.8,1.4,1.0,2.0,1.8,1.4,1.4,1.0
Luxembourg,1.0,1.0,1.6,1.2,1.0,1.4,1.2,1.2,1.0,1.0,1.6,1.4,1.8,1.0,1.8,1.0,1.2,1.6,1.2,1.0,1.4,1.2,1.0,1.2,1.0,1.0,1.0,1.8
"Madagascar, Rep. of",1.4,1.0,2.0,1.0,1.0,3.0,1.4,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,7.0
Malawi,2.0,1.2,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.2,3.0,2.0,5.0,1.0,1.4,1.0,3.0,4.0,1.0,1.2,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0
Malaysia,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,1.8,2.0,1.2,1.0,2.0,1.0,4.0,4.0,2.0,4.0,5.0,8.0,6.0
Malaysia,1.0,1.0,1.0,1.0,1.0,1.4,1.2,1.2,1.0,1.2,1.0,1.4,1.8,1.4,1.4,1.6,1.0,1.4,1.4,1.2,1.2,1.2,1.4,1.2,1.8,2.8,1.0,1.8
Maldives,1.6,1.0,1.2,1.0,1.0,1.0,1.4,1.2,1.4,1.2,1.4,1.4,1.0,1.2,1.4,2.0,1.4,1.4,1.2,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0
Mali,1.6,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
"Marshall Islands, Rep. of the",1.2,1.0,1.2,1.0,1.0,1.8,1.2,1.0,1.0,1.0,1.2,1.4,1.2,1.0,1.6,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.2,1.2,1.0,1.0
"Mauritania, Islamic Rep. of",1.0,1.0,1.0,1.0,3.0,1.2,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2,2.0,1.0,1.0,3.0,1.0,1.0
Mauritius,1.2,1.0,1.6,1.2,2.0,1.4,1.6,1.0,1.2,1.0,1.4,1.6,1.0,1.6,1.4,1.4,1.4,1.0,1.0,1.2,1.0,1.8,1.0,1.0,1.8,1.0,1.0,1.0
Mexico,7.0,6.0,6.0,9.0,7.0,6.0,6.0,7.0,8.0,3.0,7.0,7.0,7.0,3.0,7.0,8.0,11.0,2.0,5.0,6.0,4.0,7.0,5.0,3.0,6.0,7.0,10.0,5.0
Mexico,1.0,1.2,1.0,1.0,1.0,1.0,1.2,1.8,1.0,1.2,1.0,2.0,1.2,1.2,1.6,1.6,1.0,2.0,1.2,2.0,1.4,1.2,1.4,1.6,1.0,1.6,2.2,1.2
"Micronesia, Federated States of",1.0,1.0,1.2,1.0,1.2,1.0,1.2,2.0,1.0,1.0,1.6,1.2,1.6,1.0,1.6,1.6,1.0,1.0,1.2,1.2,1.0,1.0,1.2,1.0,1.0,1.2,1.0,1.6
"Moldova, Rep. of",1.2,1.0,1.0,1.2,1.0,2.0,1.4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.4,1.0,1.4,2.0,1.2,1.0,1.2,1.4,1.2,1.0,1.0,1.0,1.2,1.0
Mongolia,1.2,2.0,1.0,1.2,1.2,3.0,1.0,2.0,1.0,1.4,1.2,1.6,1.2,1.0,2.0,1.0,1.0,1.2,1.0,1.4,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0
Mongolia,1.4,1.0,1.6,1.8,1.2,2.6,2.0,1.8,2.2,2.2,1.6,2.8,2.0,1.8,2.2,2.8,2.0,1.2,1.4,3.0,1.6,1.8,1.2,2.0,2.4,3.8,2.2,1.6
Montenegro,1.4,1.6,1.2,1.0,1.4,1.8,1.4,1.2,1.2,1.0,1.2,2.0,1.0,1.4,1.0,2.0,1.6,1.0,1.2,1.2,1.4,1.2,1.0,1.0,1.4,1.2,1.0,1.2
Montenegro,2.0,2.0,1.0,1.4,1.2,1.4,1.0,2.2,1.8,2.4,1.8,2.0,1.6,1.4,1.8,2.0,1.2,1.0,1.4,1.2,1.6,1.0,1.0,1.6,1.6,1.0,1.8,1.6
Montserrat,1.0,2.0,1.2,1.6,2.2,1.8,2.4,1.6,1.8,1.8,1.8,2.6,2.0,2.2,1.4,1.4,2.4,1.6,1.8,4.0,2.4,2.0,1.2,1.6,1.4,1.6,1.4,1.4
Morocco,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.6,2.0,2.0,2.0,1.2,1.0,1.2,3.0,1.4,1.0,2.0,1.0,3.0,1.8,2.0,1.0
"Mozambique, Rep. of",1.4,1.0,2.0,2.0,1.0,5.0,4.0,2.0,5.0,1.2,3.0,1.8,6.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,3.0,3.0,4.0
"Mozambique, Rep. of",1.2,1.2,1.4,1.4,1.8,2.0,1.2,1.4,2.0,1.2,2.0,1.4,2.0,1.0,1.8,1.6,2.0,1.8,1.6,1.8,2.0,1.4,1.4,2.2,1.8,2.2,1.4,2.2
Myanmar,1.0,1.2,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,5.0,2.0,4.0,3.0,2.0,1.0,1.0
Myanmar,2.369565217391304,2.458823529411765,2.2454545454545456,2.3893805309734515,2.3284671532846715,3.225806451612903,2.950413223140496,2.911764705882353,2.682926829268293,2.6608695652173915,3.1343283582089554,3.4571428571428573,2.870503597122302,2.7583333333333333,2.8839285714285716,2.762962962962963,3.04040404040404,2.675,2.7818181818181817,3.094736842105263,2.936,2.7387387387387387,2.5384615384615383,2.4146341463414633,3.0,2.9384615384615387,2.971014492753623,2.9193548387096775
Namibia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.2,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0
Nepal,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,2.0,6.0,3.0,2.0,6.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0
Nepal,1.4,1.8,1.0,1.0,1.0,1.0,1.6,1.2,1.8,1.6,1.4,1.0,2.4,1.6,1.4,1.6,1.4,1.6,1.2,1.4,1.6,1.0,1.0,1.2,1.8,1.8,1.4,1.2
Netherlands Antilles,1.0,2.0,1.2,1.6,2.2,1.8,2.4,1.6,1.8,1.8,1.8,2.6,2.0,2.2,1.4,1.4,2.4,1.6,1.8,4.0,2.4,2.0,1.2,1.6,1.4,1.6,1.4,1.4
"Netherlands, The",1.0,1.0,1.0,2.0,1.0,1.6,1.4,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.4,1.0,1.8,1.0,3.0,1.2,1.2,1.0,1.0,2.0,1.0,1.0,2.0,1.0
New Caledonia,1.4,1.4,1.0,1.6,1.0,1.2,1.2,1.4,1.0,1.4,2.0,1.2,1.4,1.4,1.2,2.0,1.6,1.2,1.0,1.0,1.0,2.0,1.2,2.0,1.2,1.6,1.0,1.2
New Zealand,1.6,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.2,1.0,1.2,1.2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.2,3.0,4.0,1.0
New Zealand,1.4,2.6,1.6,1.6,1.4,2.2,1.4,2.0,2.4,1.6,2.0,3.6,2.2,2.0,1.8,2.0,1.2,1.8,1.4,1.8,1.2,2.8,1.2,1.4,1.0,1.0,2.4,2.4
Nicaragua,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.2,2.0,1.0,2.0
Nicaragua,1.6,1.2,1.2,1.0,1.0,1.4,2.0,1.0,1.4,1.2,1.2,2.4,2.0,1.8,2.2,1.8,2.6,1.6,1.4,1.6,2.4,1.8,1.2,1.6,2.0,2.6,1.8,1.6
Niger,1.6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0
Nigeria,1.0,1.8,1.0,2.0,4.0,9.0,3.0,2.0,1.0,5.0,2.0,3.0,3.0,1.4,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
"North Macedonia, Republic of ",1.0,1.4,1.0,1.2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2,1.2,1.4,1.0,1.0
"North Macedonia, Republic of ",1.8,1.0,2.2,1.0,1.4,1.0,1.4,1.0,1.4,1.2,1.4,1.6,1.0,1.2,1.2,2.4,1.4,1.8,1.6,1.4,1.6,1.2,1.2,1.4,1.4,2.2,1.0,1.4
Northern Mariana Islands,1.2,1.0,1.2,1.2,1.6,1.2,1.0,1.0,1.2,1.0,1.0,1.4,1.6,1.2,1.4,1.2,1.2,1.8,1.2,2.2,1.0,1.0,1.4,1.0,1.6,1.8,1.2,1.4
Norway,1.0,1.0,1.4,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.4,1.0,1.4,1.4,1.0,1.8,1.4,1.8,1.6,1.4,1.2,1.0,1.0,1.0,1.2,1.0
Oman,1.2,1.0,1.0,1.6,1.0,1.4,1.4,1.0,1.0,1.4,1.4,1.2,1.0,1.2,1.0,1.0,1.0,1.6,1.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Pakistan,3.0,3.0,5.0,3.0,6.0,1.0,5.0,6.0,6.0,2.0,8.0,9.0,10.0,3.0,3.0,7.0,1.0,5.0,2.0,3.0,7.0,8.0,5.0,2.0,10.0,6.0,6.0,4.0
Pakistan,1.0,1.0,2.2,1.4,1.2,2.2,1.0,1.2,1.6,1.4,2.0,1.6,1.8,2.4,1.4,1.6,1.2,1.6,1.2,1.6,1.8,1.2,1.4,1.4,1.6,1.4,2.0,1.0
"Palau, Rep. of",1.4,1.4,1.0,1.2,1.4,2.0,1.2,1.8,1.2,1.2,1.2,1.4,1.4,1.6,1.6,2.2,1.0,1.0,1.0,1.2,1.0,1.2,1.6,2.2,1.2,1.0,1.0,1.2
Panama,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2,3.0,2.0,1.0
Panama,1.4,2.6,1.0,1.2,1.4,2.2,1.8,2.4,1.4,1.2,3.4,1.0,2.0,2.0,2.0,2.8,2.2,2.2,2.2,3.8,2.4,1.4,3.2,2.2,1.4,2.6,1.0,2.6
Papua New Guinea,1.2,1.0,3.0,1.0,1.0,1.0,1.4,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.8,1.0,2.0,1.0,2.0,3.0,1.0,1.6,1.0,2.0,5.0,1.0,1.0
Papua New Guinea,1.2,1.6,1.0,1.6,2.0,3.0,2.6,2.8,2.6,1.6,2.2,2.4,3.0,2.8,3.2,2.8,2.2,1.6,1.8,2.0,2.4,2.0,2.6,2.4,1.6,3.4,1.8,1.8
Paraguay,2.0,1.2,2.0,1.0,1.0,1.0,1.2,2.0,1.0,1.0,1.0,1.4,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.2,2.0,4.0,1.0,2.0,1.0
Paraguay,1.2,1.2,1.0,1.0,1.4,1.4,1.4,1.2,1.0,1.4,1.4,1.6,1.0,1.2,1.8,1.4,1.4,2.0,1.2,1.2,1.0,1.0,1.2,1.2,1.0,1.0,2.4,2.0
Peru,1.0,1.6,3.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,1.8,2.0,2.0,1.0,6.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,1.2,5.0,4.0,8.0,2.0
Peru,1.6,1.0,1.0,1.4,1.4,2.0,1.4,2.2,1.4,1.2,2.4,1.4,2.0,2.0,2.0,1.4,1.6,1.6,1.4,1.0,1.0,1.2,1.0,1.4,1.0,1.6,1.8,1.4
Philippines,13.0,5.0,4.0,6.0,16.0,10.0,9.0,11.0,10.0,12.0,4.0,19.0,14.0,20.0,23.0,13.0,30.0,18.0,13.0,12.0,16.0,10.0,11.0,8.0,9.0,7.0,13.0,9.0
Philippines,1.4,1.2,1.8,1.0,1.4,1.4,1.6,2.4,1.4,2.2,1.4,2.8,2.4,1.4,1.4,1.8,2.0,2.2,1.4,1.4,1.8,1.6,2.0,1.8,2.0,2.0,1.4,2.0
"Poland, Rep. of",1.2,1.4,2.0,2.0,2.0,1.0,2.0,3.0,1.2,1.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0
"Poland, Rep. of",2.369565217391304,2.458823529411765,2.2454545454545456,2.3893805309734515,2.3284671532846715,3.225806451612903,2.950413223140496,2.911764705882353,2.682926829268293,2.6608695652173915,3.1343283582089554,3.4571428571428573,2.870503597122302,2.7583333333333333,2.8839285714285716,2.762962962962963,3.04040404040404,2.675,2.7818181818181817,3.094736842105263,2.936,2.7387387387387387,2.5384615384615383,2.4146341463414633,3.0,2.9384615384615387,2.971014492753623,2.9193548387096775
Portugal,1.8,2.0,2.0,1.4,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.6,3.0,1.6,1.6,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.8,1.0,3.0
Portugal,1.2,1.2,1.2,1.0,1.0,2.0,1.0,1.6,1.0,1.0,1.0,1.2,1.6,1.2,1.4,1.6,1.4,1.2,1.0,1.6,1.4,1.0,2.0,1.0,1.4,1.4,1.2,1.0
