Country,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Qatar,1.4,1.2,1.0,1.6,1.2,2.4,2.0,1.4,1.8,2.2,2.2,2.2,1.4,1.6,1.0,2.6,1.2,1.6,1.4,2.0,2.4,1.0,1.4,1.0,1.4,2.2,2.0,2.4
Romania,1.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,6.0,9.0,7.0,6.0,3.0,3.0,2.0,1.2,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.4
Russian Federation,6.0,4.0,3.0,8.0,5.0,19.0,10.0,11.0,4.0,7.0,9.0,3.0,2.0,1.8,2.2,8.0,3.0,8.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,5.0,3.0
Russian Federation,1.6,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.2,1.4,1.2,1.4,1.0,2.0,1.0,1.0,1.2,1.4,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0
Rwanda,1.4,1.0,1.0,1.2,1.0,1.2,2.0,1.0,2.0,1.0,1.2,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.2,1.0,1.0,2.0,2.0,4.0,2.0,5.0,1.0,3.0
Saint Barthélemy,2.0,2.0,1.0,1.4,1.2,1.4,1.0,2.2,1.8,2.4,1.8,2.0,1.6,1.4,1.8,2.0,1.2,1.0,1.4,1.2,1.6,1.0,1.0,1.6,1.6,1.0,1.8,1.6
Saint Helena,1.8,1.8,1.2,1.4,1.4,1.6,1.0,2.2,1.8,1.6,2.0,2.2,1.8,2.6,1.6,1.8,2.4,2.2,1.4,1.6,1.2,2.2,1.6,1.2,2.2,1.4,2.2,2.2
Saint Martin (French Part),2.0,2.0,1.0,1.4,1.2,1.4,1.0,2.2,1.8,2.4,1.8,2.0,1.6,1.4,1.8,2.0,1.2,1.0,1.4,1.2,1.6,1.0,1.0,1.6,1.6,1.0,1.8,1.6
Samoa,1.0,1.2,1.0,1.0,1.0,1.6,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.4,1.4,1.4,1.0,1.0,1.2,1.2,1.0,1.6,1.2,1.0,1.2,1.4,1.2,1.2
Samoa,2.369565217391304,2.458823529411765,2.2454545454545456,2.3893805309734515,2.3284671532846715,3.225806451612903,2.950413223140496,2.911764705882353,2.682926829268293,2.6608695652173915,3.1343283582089554,3.4571428571428573,2.870503597122302,2.7583333333333333,2.8839285714285716,2.762962962962963,3.04040404040404,2.675,2.7818181818181817,3.094736842105263,2.936,2.7387387387387387,2.5384615384615383,2.4146341463414633,3.0,2.9384615384615387,2.971014492753623,2.9193548387096775
"São Tomé and Príncipe, Dem. Rep. of",1.2,1.6,1.6,1.2,1.2,1.0,1.8,1.4,1.4,1.6,1.8,1.6,1.6,1.4,1.2,1.2,1.6,1.2,2.0,1.6,2.2,1.2,1.4,1.8,1.4,2.8,1.0,1.8
Saudi Arabia,1.4,1.0,1.2,1.2,1.0,1.4,1.4,1.0,2.0,1.0,2.0,1.2,1.2,1.4,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.4,3.0,1.0,1.2,1.0
Senegal,1.4,1.2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.2,1.0,1.4,1.0,1.0,1.0,1.0,1.0
Serbia and Montenegro,1.2,1.2,1.2,1.0,2.0,4.0,1.2,1.0,1.6,1.6,3.0,2.0,1.8,1.6,1.2,1.8,1.8,2.0,1.0,1.0,2.2,1.6,1.4,1.2,1.0,1.2,1.8,1.4
Serbia and Montenegro,1.6,1.4,1.6,1.4,1.6,1.0,1.6,2.2,1.4,1.6,1.8,1.6,2.2,1.0,1.4,1.8,2.4,1.4,1.8,2.4,1.4,1.4,1.0,1.6,2.0,1.2,1.0,1.6
"Serbia, Rep. of",1.2,1.4,1.0,1.2,1.0,1.4,1.0,1.0,1.0,1.0,1.2,1.2,2.0,1.4,2.0,5.0,1.0,3.0,2.0,5.0,1.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Seychelles,1.4,1.2,1.0,1.0,1.0,1.6,1.2,1.0,1.0,1.2,1.8,1.2,1.4,1.2,1.6,1.6,1.2,1.8,1.0,1.0,1.0,1.4,1.2,1.4,1.2,2.0,1.4,1.6
Sierra Leone,1.2,1.0,1.2,1.0,1.0,1.6,1.4,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,2.0,1.0,1.4,1.0,1.0,1.0,1.6,1.0,1.2,2.0,1.2,1.0,1.0
Sierra Leone,1.4,1.8,1.8,1.8,1.0,4.0,2.8,2.2,1.8,2.6,1.8,1.8,1.8,3.0,1.6,4.0,2.6,2.0,1.0,2.0,2.0,1.6,1.6,1.8,3.2,3.6,3.6,1.6
"Sint Maarten, Kingdom of the Netherlands",2.0,2.0,1.0,1.4,1.2,1.4,1.0,2.2,1.8,2.4,1.8,2.0,1.6,1.4,1.8,2.0,1.2,1.0,1.4,1.2,1.6,1.0,1.0,1.6,1.6,1.0,1.8,1.6
Slovak Rep.,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2
Slovak Rep.,1.6,1.4,1.6,1.4,1.6,1.0,1.6,2.2,1.4,1.6,1.8,1.6,2.2,1.0,1.4,1.8,2.4,1.4,1.8,2.4,1.4,1.4,1.0,1.6,2.0,1.2,1.0,1.6
"Slovenia, Rep. of",1.2,1.2,1.2,1.0,1.0,2.0,1.4,1.8,1.0,1.2,1.0,1.0,2.0,1.0,1.2,1.2,1.0,1.0,1.4,2.0,1.4,1.0,1.2,1.0,1.0,1.0,1.0,1.0
Solomon Islands,1.0,1.0,1.0,1.0,1.2,1.6,1.2,1.0,2.0,1.0,1.2,1.2,1.4,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0
Somalia,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,1.2,2.0,3.0,4.0,1.0,1.0
South Africa,2.0,4.0,1.0,2.0,5.0,5.0,6.0,6.0,2.0,2.0,1.8,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,1.2,6.0,2.0,4.0,8.0
South Africa,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.4,1.4,1.0,1.0,1.0,1.4,1.8,1.0,1.2,1.0,1.4,1.4,1.0,1.2,1.2,1.0,1.0,1.0
"South Sudan, Rep. of",1.4,1.6,1.2,1.0,1.2,1.0,1.4,1.0,1.6,1.0,1.4,1.4,1.2,3.0,1.0,2.0,1.2,2.0,2.0,1.0,1.6,2.0,1.0,1.4,3.0,1.0,2.0,1.0
"South Sudan, Rep. of",1.4,1.4,1.4,2.0,1.8,1.8,1.4,2.6,1.0,2.4,3.6,1.4,1.2,1.8,2.4,1.6,1.6,1.8,1.2,1.6,1.4,1.2,1.2,1.6,1.0,1.6,2.0,1.4
Soviet Union (former),2.369565217391304,2.458823529411765,2.2454545454545456,2.3893805309734515,2.3284671532846715,3.225806451612903,2.950413223140496,2.911764705882353,2.682926829268293,2.6608695652173915,3.1343283582089554,3.4571428571428573,2.870503597122302,2.7583333333333333,2.8839285714285716,2.762962962962963,3.04040404040404,2.675,2.7818181818181817,3.094736842105263,2.936,2.7387387387387387,2.5384615384615383,2.4146341463414633,3.0,2.9384615384615387,2.971014492753623,2.9193548387096775
Soviet Union (former),2.369565217391304,2.458823529411765,2.2454545454545456,2.3893805309734515,2.3284671532846715,3.225806451612903,2.950413223140496,2.911764705882353,2.682926829268293,2.6608695652173915,3.1343283582089554,3.4571428571428573,2.870503597122302,2.7583333333333333,2.8839285714285716,2.762962962962963,3.04040404040404,2.675,2.7818181818181817,3.094736842105263,2.936,2.7387387387387387,2.5384615384615383,2.4146341463414633,3.0,2.9384615384615387,2.971014492753623,2.9193548387096775
Spain,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,1.2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,8.0,1.0,3.0,2.0
Spain,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.8,1.2,1.0,1.2,1.2,2.0,1.2,2.0,1.0,1.0,1.0,1.2,1.0
Sri Lanka,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,7.0,2.0,2.0,3.0,3.0,6.0,3.0,5.0,5.0
St. Kitts and Nevis,1.0,1.2,1.0,1.0,1.0,1.8,1.2,1.4,1.0,1.2,1.6,1.2,1.2,1.0,1.2,2.0,1.0,1.8,1.2,1.8,1.4,1.6,1.0,1.4,1.6,1.8,1.6,1.2
St. Lucia,1.2,1.0,1.0,1.0,1.0,1.6,1.4,1.0,1.0,1.0,1.2,1.6,1.0,1.2,1.4,3.0,1.4,1.2,1.0,1.0,1.4,1.0,1.6,1.0,1.0,2.0,1.0,1.0
St. Vincent and the Grenadines,1.2,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.4,1.0,1.0,1.0,1.4,1.0,1.6,2.0,1.0,1.0,1.0,1.2,1.4,2.0,1.4,1.0,1.0,2.0,1.0,1.0
Sudan,1.4,4.0,1.0,2.0,5.0,1.6,1.0,2.0,1.0,1.4,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0
Sudan,1.4,1.2,1.8,1.0,1.4,1.4,1.6,2.4,1.4,2.2,1.4,2.8,2.4,1.4,1.4,1.8,2.0,2.2,1.4,1.4,1.8,1.6,2.0,1.8,2.0,2.0,1.4,2.0
Suriname,1.4,1.2,1.0,1.0,1.2,1.8,1.2,1.4,1.0,1.4,1.6,1.0,1.4,1.0,1.0,2.0,1.2,1.6,1.6,1.0,1.2,1.2,1.2,1.4,1.0,1.6,1.0,1.0
Sweden,1.2,1.0,1.0,1.2,1.0,1.2,1.2,1.0,1.2,1.0,2.0,1.0,1.0,1.2,2.2,1.4,1.2,1.4,1.0,1.6,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.2
Sweden,1.4,1.2,1.0,1.6,1.2,2.4,2.0,1.4,1.8,2.2,2.2,2.2,1.4,1.6,1.0,2.6,1.2,1.6,1.4,2.0,2.4,1.0,1.4,1.0,1.4,2.2,2.0,2.4
Switzerland,1.0,1.4,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.2,1.0,2.0,1.0,2.0,2.0,1.0,1.4,1.4,1.4,1.0,1.0,1.0,3.0,1.0
Syrian Arab Rep.,1.0,1.0,1.0,1.4,1.0,1.2,1.0,1.0,1.0,1.0,1.2,1.0,1.2,1.0,1.0,1.0,1.0,1.2,1.4,1.2,2.0,1.0,1.4,1.6,1.0,1.0,2.0,1.0
Syrian Arab Rep.,1.4,2.6,1.6,1.6,1.4,2.2,1.4,2.0,2.4,1.6,2.0,3.6,2.2,2.0,1.8,2.0,1.2,1.8,1.4,1.8,1.2,2.8,1.2,1.4,1.0,1.0,2.4,2.4
Taiwan Province of China,1.4,2.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,1.2,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0
"Tajikistan, Rep. of",1.4,1.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.2
"Tanzania, United Rep. of",2.0,1.0,3.0,2.0,1.2,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,1.2,4.0,1.0,1.4,2.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0
"Tanzania, United Rep. of",1.2,1.6,1.0,1.6,2.0,3.0,2.6,2.8,2.6,1.6,2.2,2.4,3.0,2.8,3.2,2.8,2.2,1.6,1.8,2.0,2.4,2.0,2.6,2.4,1.6,3.4,1.8,1.8
Thailand,2.0,2.0,3.0,2.0,7.0,5.0,6.0,6.0,4.0,6.0,6.0,3.0,5.0,6.0,1.0,2.0,4.0,2.0,3.0,7.0,2.0,4.0,6.0,2.8,3.0,7.0,6.0,11.0
Thailand,1.2,1.4,1.2,1.0,1.4,1.6,1.6,1.0,2.2,1.0,1.0,2.0,1.4,2.2,1.8,1.4,2.0,2.0,2.2,2.4,1.0,2.0,2.2,1.4,2.8,1.8,2.2,1.0
"Timor-Leste, Dem. Rep. of",1.2,1.4,1.2,1.0,1.2,1.2,1.0,1.4,2.0,1.2,1.2,1.0,3.0,1.2,1.0,1.4,1.0,1.4,1.6,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0
Togo,2.0,1.0,1.0,1.0,1.0,1.2,1.4,1.0,1.4,1.0,1.2,1.0,1.0,1.0,1.0,2.0,1.4,1.0,1.2,1.2,1.4,1.4,1.0,1.2,1.0,1.0,1.0,1.0
Tokelau,1.2,1.4,1.2,1.0,1.4,1.6,1.6,1.0,2.2,1.0,1.0,2.0,1.4,2.2,1.8,1.4,2.0,2.0,2.2,2.4,1.0,2.0,2.2,1.4,2.8,1.8,2.2,1.0
Tonga,1.6,1.0,1.0,2.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.6,1.2,1.0,1.0,1.2,1.0,1.2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Trinidad and Tobago,1.0,1.0,1.0,1.2,1.0,1.4,1.2,2.0,1.2,2.0,1.0,1.8,1.4,1.6,1.6,1.0,1.4,1.4,1.8,1.2,2.0,1.0,1.2,1.0,1.2,1.8,1.2,1.0
Tunisia,1.0,1.4,1.0,1.2,1.2,1.4,1.2,1.0,2.0,1.2,1.6,1.0,2.0,1.6,1.0,1.4,1.2,1.4,1.6,1.0,1.4,1.6,1.0,2.0,1.8,1.0,2.0,1.0
Tunisia,1.4,1.4,1.4,1.2,1.4,1.2,1.6,1.6,1.4,2.2,1.6,1.4,1.6,1.2,1.2,2.2,1.0,1.6,1.8,1.2,1.6,1.2,1.0,2.0,1.2,1.2,1.0,1.2
"Türkiye, Rep. of",3.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,1.0,7.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.4,2.0,1.6,1.0,1.0,3.0,5.0,3.0,3.0
"Türkiye, Rep. of",1.2,1.0,1.0,1.0,1.2,2.0,1.4,1.0,1.0,1.0,1.4,1.0,1.4,1.0,1.8,2.2,1.2,1.2,1.4,1.8,2.0,1.2,1.6,1.6,1.2,1.4,1.0,1.0
Turkmenistan,2.369565217391304,2.458823529411765,2.2454545454545456,2.3893805309734515,2.3284671532846715,3.225806451612903,2.950413223140496,2.911764705882353,2.682926829268293,2.6608695652173915,3.1343283582089554,3.4571428571428573,2.870503597122302,2.7583333333333333,2.8839285714285716,2.762962962962963,3.04040404040404,2.675,2.7818181818181817,3.094736842105263,2.936,2.7387387387387387,2.5384615384615383,2.4146341463414633,3.0,2.9384615384615387,2.971014492753623,2.9193548387096775
Turks and Caicos Islands,1.6,1.6,1.2,2.0,1.0,1.8,1.4,1.2,1.0,1.0,1.8,2.4,1.2,3.0,1.4,1.6,1.2,1.8,1.2,1.2,1.4,1.4,1.0,1.4,1.6,1.6,1.6,1.2
Tuvalu,1.2,1.0,1.2,1.4,1.0,1.0,1.2,1.6,1.0,1.2,1.6,1.2,1.2,1.6,2.4,1.2,1.0,2.0,1.4,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0
Uganda,1.8,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.2,1.4,2.0,1.0,1.0,8.0,6.0,3.0,5.0
Ukraine,1.0,1.0,2.0,1.0,1.4,4.0,1.0,1.2,1.0,1.4,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.2,1.0,2.0,1.0,1.0,1.6,3.0,1.0,1.0
Ukraine,3.6,2.0,2.8,1.4,1.8,4.0,2.4,2.8,3.6,2.8,5.2,2.6,3.2,2.6,2.8,2.2,3.2,2.4,1.2,1.8,2.2,1.8,1.6,2.0,2.2,2.0,2.0,2.2
United Arab Emirates,2.0,2.0,1.0,1.4,1.2,1.4,1.0,2.2,1.8,2.4,1.8,2.0,1.6,1.4,1.8,2.0,1.2,1.0,1.4,1.2,1.6,1.0,1.0,1.6,1.6,1.0,1.8,1.6
United Kingdom,1.0,1.0,3.0,4.0,3.0,6.0,2.0,5.0,1.0,1.0,4.0,2.2,4.0,3.0,3.0,2.0,1.2,5.0,5.0,2.0,2.0,1.4,1.0,2.0,3.0,3.0,1.0,5.0
United States,17.0,14.0,33.0,32.0,22.0,30.0,26.0,29.0,22.0,20.0,16.0,28.0,23.0,21.0,17.0,15.0,23.0,25.0,28.0,19.0,29.0,26.0,24.0,19.0,20.0,23.0,43.0,25.0
United States,1.2,1.0,2.0,4.0,3.0,7.0,3.0,8.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.6,3.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,6.0,4.0
United States Virgin Islands,2.0,1.2,1.2,1.0,1.0,2.4,1.4,1.0,1.8,1.0,1.4,1.6,2.2,1.4,1.2,1.6,1.2,1.4,1.4,2.4,1.4,1.4,2.0,1.4,1.2,2.8,1.2,1.0
Uruguay,1.4,1.2,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.6,3.0,1.4,1.0,1.0,1.0,1.0,1.4,1.6,3.0,1.0,1.0,1.0,3.0,2.0,1.2,1.0
"Uzbekistan, Rep. of",1.2,1.2,1.8,1.2,1.0,1.0,1.4,1.0,1.0,1.2,1.0,1.2,1.0,1.0,1.2,1.4,1.2,1.8,1.4,1.0,1.4,1.6,1.2,1.0,1.0,1.0,1.0,1.0
Vanuatu,1.4,1.0,1.0,1.0,1.0,1.6,2.0,1.0,1.2,1.0,1.2,1.2,1.2,1.0,1.0,1.0,2.0,1.6,1.2,1.0,1.0,1.0,1.0,1.4,1.2,1.0,1.2,1.0
"Venezuela, Rep. Bolivariana de",1.4,2.0,1.0,1.0,3.0,2.0,1.4,1.0,2.0,2.0,4.0,1.0,1.6,1.0,1.0,2.0,3.0,1.0,1.4,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,8.0
Vietnam,2.0,6.0,4.0,4.0,5.0,11.0,7.0,6.0,4.0,6.0,10.0,11.0,6.0,10.0,6.0,7.0,5.0,4.0,10.0,3.0,5.0,8.0,9.0,7.0,8.0,11.0,8.0,8.0
Vietnam,1.8,1.0,1.6,1.0,1.2,2.8,1.6,1.0,2.2,2.2,3.0,2.2,2.0,1.2,2.0,2.8,2.2,1.6,1.4,1.2,1.8,1.8,1.4,1.8,1.2,2.4,1.4,2.6
Wallis and Futuna Islands,2.0,2.2,1.0,1.8,3.6,3.2,1.6,2.6,1.8,1.2,2.6,1.8,2.0,1.8,2.0,2.6,1.4,1.0,1.6,1.2,1.6,1.8,2.2,1.2,2.2,2.4,1.4,2.6
West Bank and Gaza,1.0,1.0,1.0,1.2,1.0,1.4,1.4,1.0,1.0,1.2,1.0,1.2,1.8,1.0,1.4,1.0,1.4,1.0,2.0,1.2,2.0,1.0,1.0,1.2,1.2,1.0,1.2,1.0
"Yemen, Rep. of",1.6,2.0,1.0,2.0,1.0,1.4,3.0,4.0,1.0,2.4,3.0,2.0,3.0,1.0,1.0,2.0,1.4,1.4,1.0,1.6,2.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0
Zambia,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.2,1.0,1.0,1.2,1.2,1.0,1.2,2.0,3.0,1.0,1.0
Zimbabwe,1.2,1.2,1.6,2.0,1.0,1.0,2.0,1.4,2.0,1.2,1.4,1.6,4.0,2.0,1.4,2.0,1.0,1.6,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.2,2.0,2.0
